x_377.1956495,x_382.205658,x_387.215637,x_392.225647,x_397.225647,x_402.235657,x_407.245636,x_412.255646,x_417.265656,x_422.275635,x_427.285645,x_432.295654,x_437.295654,x_442.305664,x_447.315643,x_452.325653,x_457.335663,x_462.345642,x_467.355652,x_472.355652,x_477.365662,x_482.375641,x_487.385651,x_492.39566,x_497.40564,x_502.415649,x_507.425659,x_512.425659,x_517.435669,x_522.445679,x_527.455627,x_532.465637,x_537.475647,x_542.485657,x_547.485657,x_552.495667,x_557.505676,x_562.515625,x_567.525635,x_572.535645,x_577.545654,x_582.555664,x_587.555664,x_592.565674,x_597.575623,x_602.585632,x_607.595642,x_612.605652,x_617.615662,x_622.615662,x_627.625671,x_632.63562,x_637.64563,x_642.65564,x_647.665649,x_652.675659,x_657.685669,x_662.685669,x_667.695679,x_672.705627,x_677.715637,x_682.725647,x_687.735657,x_692.745667,x_697.745667,x_702.755676,x_707.765625,x_712.775635,x_717.785645,x_722.795654,x_727.805664,x_732.815674,x_737.815674,x_742.825623,x_747.835632,x_752.845642,x_757.855652,x_762.865662,x_767.875671,x_772.875671,x_777.88562,x_782.89563,x_787.90564,x_792.915649,x_797.925659,x_802.935669,x_807.945679,x_812.945679,x_817.955627,x_822.965637,x_827.975647,x_832.985657,x_837.995667,x_843.005676,x_848.005676,x_853.015625,x_858.025635,x_863.035645,x_868.045654,x_873.055664,x_878.065674,x_883.075623,x_888.075623,x_893.085632,x_898.095642,x_903.105652,x_908.115662,x_913.125671,x_918.13562,x_923.14563,x_928.14563,x_933.15564,x_938.165649,x_943.175659,x_948.185669,x_953.195679,x_958.205627,x_963.205627,x_968.215637,x_973.225647,x_978.235657,x_983.245667,x_988.255676,x_993.265625,x_998.275635,x_1003.275635,x_1008.285645,x_1013.295654,x_1018.305664,x_1023.315674,x_1028.325684,x_1033.335693,x_1038.335693,x_1043.345703,x_1048.355591,x_1053.365601,x_1058.37561,x_1063.38562,x_1068.39563,x_1073.40564,x_1078.40564,x_1083.415649,x_1088.425659,x_1093.435669,x_1098.445679,x_1103.455688,x_1108.465698,x_1113.465698,x_1118.475708,x_1123.485596,x_1128.495605,x_1133.505615,x_1138.515625,x_1143.525635,x_1148.535645,x_1153.535645,x_1158.545654,x_1163.555664,x_1168.565674,x_1173.575684,x_1178.585693,x_1183.595703,x_1188.595703,x_1193.605591,x_1198.615601,x_1203.62561,x_1208.63562,x_1213.64563,x_1218.65564,x_1223.665649,x_1228.665649,x_1233.675659,x_1238.685669,x_1243.695679,x_1248.705688,x_1253.715698,x_1258.725708,x_1263.725708,x_1268.735596,x_1273.745605,x_1278.755615,x_1283.765625,x_1288.775635,x_1293.785645,x_1298.795654,x_1303.795654,x_1308.805664,x_1313.815674,x_1318.825684,x_1323.835693,x_1328.845703,x_1333.855591,x_1338.855591,x_1343.865601,x_1348.87561,x_1353.88562,x_1358.89563,x_1363.90564,x_1368.915649,x_1373.925659,x_1378.925659,x_1383.935669,x_1388.945679,x_1393.955688,x_1398.965698,x_1403.975708,x_1408.985596,x_1413.985596,x_1418.995605,x_1424.005615,x_1429.015625,x_1434.025635,x_1439.035645,x_1444.045654,x_1449.055664,x_1454.055664,x_1459.065674,x_1464.075684,x_1469.085693,x_1474.095703,x_1479.105591,x_1484.115601,x_1489.115601,x_1494.12561,x_1499.13562,x_1504.14563,x_1509.15564,x_1514.165649,x_1519.175659,x_1524.185669,x_1529.185669,x_1534.195679,x_1539.205688,x_1544.215698,x_1549.225708,x_1554.235596,x_1559.245605,x_1564.245605,x_1569.255615,x_1574.265625,x_1579.275635,x_1584.285645,x_1589.295654,x_1594.305664,x_1599.315674,x_1604.315674,x_1609.325684,x_1614.335693,x_1619.345703,x_1624.355591,x_1629.365601,x_1634.37561,x_1639.37561,x_1644.38562,x_1649.39563,x_1654.40564,x_1659.415649,x_1664.425659,x_1669.435669,x_1674.445679,x_1679.445679,x_1684.455688,x_1689.465698,x_1694.475708,x_1699.485596,x_1704.495605,x_1709.505615,x_1714.505615,x_1719.515625,x_1724.525635,x_1729.535645,x_1734.545654,x_1739.555664,x_1744.565674,x_1749.575684,x_1754.575684,x_1759.585693,x_1764.595703,x_1769.605591,x_1774.615601,x_1779.62561,x_1784.63562,x_1789.63562,x_1794.64563,x_1799.65564,x_1804.665649,x_1809.675659,x_1814.685669,x_1819.695679,x_1824.705688,x_1829.705688,x_1834.715698,x_1839.725708,x_1844.735596,x_1849.745605,x_1854.755615,x_1859.765625,x_1864.775635,x_1869.775635,x_1874.785645,x_1879.795654,x_1884.805664,x_1889.815674,x_1894.825684,x_1899.835693,x_1904.835693,x_1909.845703,x_1914.855591,x_1919.865601,x_1924.87561,x_1929.88562,x_1934.89563,x_1939.90564,x_1944.90564,x_1949.915649,x_1954.925659,x_1959.935669,x_1964.945679,x_1969.955688,x_1974.965698,x_1979.965698,x_1984.975708,x_1989.985596,x_1994.995605,x_2000.005615,x_2005.015625,x_2010.025635,x_2015.035645,x_2020.035645,x_2025.045654,x_2030.055664,x_2035.065674,x_2040.075684,x_2045.085693,x_2050.095703,x_2055.095703,x_2060.105713,x_2065.115723,x_2070.125732,x_2075.135742,x_2080.145752,x_2085.155762,x_2090.165771,x_2095.165771,x_2100.175537,x_2105.185547,x_2110.195557,x_2115.205566,x_2120.215576,x_2125.225586,x_2130.225586,x_2135.235596,x_2140.245605,x_2145.255615,x_2150.265625,x_2155.275635,x_2160.285645,x_2165.295654,x_2170.295654,x_2175.305664,x_2180.315674,x_2185.325684,x_2190.335693,x_2195.345703,x_2200.355713,x_2205.355713,x_2210.365723,x_2215.375732,x_2220.385742,x_2225.395752,x_2230.405762,x_2235.415771,x_2240.425537,x_2245.425537,x_2250.435547,x_2255.445557,x_2260.455566,x_2265.465576,x_2270.475586,x_2275.485596,x_2280.485596,x_2285.495605,x_2290.505615,x_2295.515625,x_2300.525635,x_2305.535645,x_2310.545654,x_2315.555664,x_2320.555664,x_2325.565674,x_2330.575684,x_2335.585693,x_2340.595703,x_2345.605713,x_2350.615723,x_2355.615723,x_2360.625732,x_2365.635742,x_2370.645752,x_2375.655762,x_2380.665771,x_2385.675537,x_2390.685547,x_2395.685547,x_2400.695557,x_2405.705566,x_2410.715576,x_2415.725586,x_2420.735596,x_2425.745605,x_2430.745605,x_2435.755615,x_2440.765625,x_2445.775635,x_2450.785645,x_2455.795654,x_2460.805664,x_2465.815674,x_2470.815674,x_2475.825684,x_2480.835693,x_2485.845703,x_2490.855713,x_2495.865723,x_2500.875732
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0.033597,0.035378,0.037704,0.040621,0.044041,0.046919,0.049094,0.051082,0.052805,0.054436,0.056179,0.057802,0.05899,0.059811,0.060489,0.061147,0.062046,0.063957,0.067426,0.073484,0.083363,0.098165,0.11826,0.1426,0.167386,0.188241,0.202717,0.211355,0.216472,0.2202,0.222596,0.221641,0.216385,0.207193,0.195385,0.184039,0.174831,0.16777,0.162758,0.159218,0.155401,0.149491,0.141653,0.133835,0.128335,0.125559,0.123087,0.116978,0.106528,0.095751,0.088219,0.081278,0.072816,0.066326,0.064218,0.066021,0.073146,0.09371,0.137807,0.199067,0.258244,0.303909,0.337746,0.363846,0.384094,0.399489,0.410724,0.418474,0.423444,0.426223,0.427483,0.427971,0.427795,0.427256,0.426714,0.426209,0.425686,0.425279,0.424926,0.424662,0.424296,0.423957,0.423493,0.423091,0.422703,0.422418,0.421931,0.421357,0.421012,0.420684,0.42029300000000003,0.419912,0.419591,0.418894,0.418547,0.418418,0.418238,0.418113,0.418,0.417904,0.417667,0.417431,0.417318,0.417026,0.4168,0.416419,0.415857,0.415179,0.414656,0.413091,0.411118,0.408937,0.407241,0.405171,0.403453,0.402618,0.402703,0.402597,0.40267,0.403856,0.404596,0.405392,0.406096,0.406815,0.408138,0.408103,0.407994,0.407649,0.40773,0.407386,0.407205,0.40693,0.406382,0.405693,0.405315,0.405074,0.404822,0.404751,0.404321,0.403799,0.403228,0.402529,0.401351,0.400773,0.400175,0.398819,0.396547,0.392643,0.388399,0.385006,0.382119,0.379962,0.37865,0.377996,0.377618,0.377071,0.376434,0.375082,0.37517,0.375237,0.375613,0.375849,0.376048,0.376515,0.376983,0.377218,0.377602,0.378121,0.378405,0.378514,0.378433,0.378463,0.378685,0.378222,0.377753,0.377323,0.376769,0.375621,0.374301,0.373076,0.371326,0.36874,0.365843,0.362621,0.358484,0.353993,0.349326,0.344606,0.339965,0.335795,0.331252,0.326281,0.322184,0.315615,0.305444,0.290838,0.272382,0.249665,0.224322,0.200228,0.179925,0.163961,0.151877,0.143298,0.138186,0.135043,0.133754,0.133791,0.134116,0.134703,0.135958,0.137904,0.140716,0.144704,0.14948,0.154572,0.160624,0.166609,0.172755,0.178803,0.184933,0.190828,0.196666,0.202207,0.207454,0.212714,0.217763,0.222834,0.227452,0.231485,0.235125,0.239102,0.242691,0.245962,0.249162,0.252098,0.254913,0.257481,0.26004,0.262552,0.264599,0.266817,0.26889,0.270678,0.272116,0.273648,0.275061,0.276259,0.276315,0.275638,0.275302,0.275539,0.275517,0.274996,0.275239,0.274848,0.273407,0.272164,0.271777,0.270117,0.268494,0.266469,0.264297,0.263464,0.26174,0.258716,0.257345,0.255013,0.251361,0.245776,0.245661,0.242917,0.237986,0.239477,0.235359,0.232554,0.233482,0.231826,0.230909,0.231744,0.230755,0.231764,0.233637,0.231575,0.228611,0.229542,0.227313,0.223264,0.221369,0.217829,0.208239,0.195891,0.178843,0.155928,0.133804,0.110582,0.083222,0.063328,0.050902,0.039712,0.029459,0.0271,0.027058,0.026878,0.03808,0.03124,0.026172,0.030263,0.034061,0.034564,0.035727,0.03761,0.042164,0.050034,0.05062,0.051766,0.053236,0.052258,0.057061,0.062077,0.067695,0.076523,0.079432,0.0853,0.085578,0.086942,0.089847,0.094049,0.095006,0.092199,0.095629,0.09876,0.098618,0.102133,0.103734,0.105535,0.105988,0.106142,0.10985,0.113642,0.116657,0.120042,0.122756,0.124195,0.123246,0.126476,0.130959,0.128212,0.131107,0.132914,0.130079,0.133149,0.140401,0.140094,0.136552,0.140781,0.143268,0.139991,0.141209,0.141391,0.141026,0.1495,0.151375,0.141889,0.142598,0.141431,0.136706,0.133004,0.131047,0.1412,0.145237,0.140874,0.134509,0.128468,0.116202,0.111294,0.110719,0.114399,0.122549,0.129918,0.114093,0.095272,0.119222,0.121602,0.10815,0.102709,0.100167,0.096077,0.120806,0.123932,0.117614,0.10737,0.097684000000000007,0.100643,0.094733,0.081986,0.101616,0.099808,0.101721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.035373,0.037229,0.040137,0.04365,0.04777,0.051478,0.054601,0.056762,0.05894,0.061015,0.063153,0.065153,0.066443,0.067462,0.068364,0.069147,0.070238,0.072343,0.076171,0.083132,0.094569,0.111735,0.13516,0.163252,0.191594,0.215198,0.231233,0.240484,0.245659,0.249392,0.251667,0.25015,0.243966,0.233564,0.220236,0.207461,0.197085,0.189126,0.183439,0.179527,0.175324,0.168772,0.159979,0.151149,0.144955,0.1419,0.139077,0.131866,0.119826,0.107721,0.099478,0.091936,0.082388,0.075165,0.073193,0.076044,0.085271,0.110104,0.160928,0.228155,0.290262,0.337058,0.372143,0.400146,0.422711,0.440358,0.453503,0.462645,0.46838,0.471392,0.472471,0.472624,0.472147,0.471233,0.470399,0.469724,0.469007,0.468537,0.468163,0.467846,0.46746,0.467061,0.466528,0.466093,0.46571,0.465396,0.464913,0.464289,0.463927,0.463615,0.463136,0.462649,0.462305,0.461499,0.461198,0.46104,0.460836,0.460783,0.460692,0.46053,0.460326,0.460212,0.459984,0.459695,0.459461,0.459198,0.458726,0.457996,0.457436,0.455863,0.453788,0.451531,0.44968,0.447028,0.446013,0.446443,0.44729,0.446686,0.446568,0.447596,0.447928,0.447927,0.44816,0.44874000000000003,0.449755,0.450028,0.449592,0.44925,0.449749,0.44999,0.450378,0.450256,0.450063,0.449587,0.449309,0.449143,0.448699,0.448318,0.448098,0.447658,0.446734,0.446,0.44436,0.443492,0.442808,0.441211,0.438782,0.434839,0.430536,0.426891,0.42386,0.421652,0.420401,0.419847,0.419233,0.41848,0.417981,0.416762,0.41704599999999997,0.417017,0.417187,0.417357,0.417672,0.418374,0.418732,0.418759,0.418953,0.419622,0.419886,0.41974,0.419637,0.419666,0.41984,0.419311,0.418526,0.417955,0.417195,0.415925,0.414431,0.413309,0.411655,0.409057,0.405718,0.402512,0.398814,0.394113,0.389341,0.384862,0.380476,0.37676,0.372597,0.367388,0.363451,0.35726,0.346569,0.331234,0.312018,0.288168,0.261117,0.234914,0.212282,0.194341,0.180473,0.170485,0.163482,0.158402,0.155474,0.154117,0.153439,0.153445,0.154153,0.155866,0.158198,0.162029,0.166966,0.172687,0.17938,0.185709,0.19218,0.199002,0.205496,0.212009,0.219014,0.22564,0.232278,0.238405,0.243477,0.248846,0.254391,0.259212,0.263481,0.26792,0.271912,0.275392,0.279253,0.282177,0.284683,0.28724,0.28979,0.292168,0.294304,0.297116,0.29928,0.301021,0.302683,0.304457,0.306603,0.307327,0.307469,0.307872,0.308006,0.308414,0.308698,0.308967,0.310148,0.309965,0.309019,0.308151,0.30694,0.305647,0.303929,0.302751,0.301331,0.299504,0.297629,0.294597,0.291663,0.289331,0.286891,0.284218,0.281716,0.280245,0.2766,0.274563,0.272754,0.269804,0.268923,0.27095,0.266707,0.266358,0.270455,0.268427,0.267853,0.263568,0.262417,0.262672,0.260363,0.25872,0.254475,0.249045,0.239654,0.228237,0.208535,0.186208,0.161717,0.136222,0.109298,0.080831,0.061646,0.055658,0.050889,0.042804,0.040196,0.046935,0.046217,0.04444,0.045384,0.04398,0.046446,0.045816,0.043404,0.0471,0.048054,0.05087,0.054006,0.051677,0.056758,0.063401,0.067379,0.072252,0.080444,0.084865,0.087413,0.089951,0.094658,0.098733,0.099716,0.100385,0.106582,0.110899,0.113031,0.117826,0.12128,0.125088,0.123445,0.130059,0.133173,0.13565,0.13839,0.134331,0.140666,0.146397,0.14627,0.147838,0.150083,0.153295,0.155643,0.156806,0.15948,0.158939,0.156181,0.165029,0.173861,0.170662,0.162603,0.164927,0.16658800000000001,0.167845,0.170637,0.170103,0.16334,0.156146,0.158829,0.16647,0.169154,0.169699,0.167876,0.158732,0.163772,0.171909,0.15764,0.157986,0.162984,0.163409,0.161489,0.156514,0.159331,0.159524,0.151684,0.142875,0.142899,0.142052,0.134248,0.127135,0.125728,0.137652,0.144071,0.128599,0.132076,0.142312,0.137357,0.131592,0.107231,0.09449,0.101092,0.102334,0.112392,0.115769,0.121434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.039453,0.041073,0.043445,0.046051,0.048253,0.049837,0.050866,0.051696,0.052601,0.053387,0.054153,0.054927,0.055303,0.055673,0.055993,0.056225,0.056691,0.057575,0.059273,0.062317,0.067881,0.077165,0.091653,0.111693,0.134552,0.15523,0.17004,0.178794,0.183566,0.186936,0.188595,0.18602,0.178309,0.166543,0.152673,0.140244,0.130695,0.123741,0.119079,0.115892,0.11248,0.107304,0.100786,0.094591,0.090448,0.088428,0.086711,0.082662,0.076255,0.070176,0.066182,0.062925,0.059551,0.057853,0.058819,0.062034,0.067349,0.078594,0.107934,0.160685,0.222934,0.278868,0.325699,0.365496,0.399024,0.426202,0.447146,0.462277,0.472413,0.47846,0.481542,0.482901,0.483105,0.482568,0.481957,0.481387,0.480811,0.480406,0.48012,0.479901,0.479551,0.479208,0.478823,0.478481,0.478223,0.47808,0.477707,0.477257,0.477028,0.476877,0.476615,0.476233,0.476043,0.475326,0.475052,0.475063,0.474987,0.474982,0.474971,0.474983,0.47477,0.47477,0.474651,0.474416,0.474303,0.474058,0.47372,0.473243,0.472825,0.471003,0.469109,0.467075,0.465564,0.463459,0.462024,0.461949,0.462161,0.461516,0.461721,0.462798,0.463842,0.464496,0.465074,0.465715,0.466626,0.466848,0.46674,0.466406,0.466896,0.466837,0.466813,0.466294,0.465952,0.465127,0.465043,0.465243,0.464624,0.464299,0.464151,0.463862,0.463657,0.463284,0.461811,0.461008,0.4606,0.459015,0.456512,0.452732,0.448536,0.445104,0.442277,0.440338,0.439082,0.438416,0.438168,0.437469,0.436724,0.435412,0.435819,0.435765,0.436045,0.436233,0.436524,0.437175,0.437692,0.437797,0.438025,0.438834,0.439507,0.43941,0.439248,0.439505,0.439649,0.439328,0.438674,0.438215,0.43744,0.43618,0.435001,0.433901,0.432485,0.429649,0.426414,0.423253,0.41926,0.414741,0.41015,0.405158,0.400706,0.396701,0.39225,0.387072,0.382717,0.375613,0.364482,0.348729,0.328462,0.303589,0.275496,0.248405,0.22498,0.206451,0.19311,0.183524,0.177856,0.174351,0.172281,0.171757,0.171936,0.173004,0.174402,0.176251,0.179735,0.184824,0.190419,0.196963,0.204157,0.211137,0.218724,0.226368,0.233361,0.240433,0.247604,0.253804,0.26034,0.267133,0.272531,0.277905,0.283945,0.288933,0.293164,0.297777,0.30202,0.305877,0.30939,0.312293,0.315477,0.318739,0.321706,0.324571,0.326662,0.328283,0.330219,0.332393,0.334326,0.335479,0.33691,0.338214,0.339035,0.338674,0.338442,0.339046,0.339058,0.338357,0.337735,0.336552,0.335018,0.33431,0.333075,0.330714,0.328469,0.326843,0.324754,0.32292,0.320861,0.319372,0.318133,0.315865,0.315261,0.312848,0.306986,0.305253,0.300225,0.298497,0.297743,0.29440499999999997,0.293484,0.292106,0.289136,0.290544,0.292003,0.292101,0.289599,0.289454,0.292614,0.287844,0.28587,0.283114,0.279712,0.274352,0.262834,0.246834,0.226568,0.197542,0.169588,0.143019,0.112186,0.083002,0.064114,0.051266,0.045092,0.039814,0.034358,0.031417,0.033471,0.035005,0.032821,0.039102,0.039818,0.044175,0.050347,0.047805,0.051958,0.056726,0.061247,0.066146,0.068862,0.071421,0.075917,0.078975,0.084212,0.090363,0.094544,0.099292,0.105155,0.106289,0.109164,0.11393,0.118044,0.119708,0.121615,0.125009,0.129152,0.13377,0.141839,0.150957,0.15464,0.155041,0.154807,0.160559,0.162928,0.161653,0.16635,0.165181,0.165976,0.173779,0.178406,0.183043,0.183043,0.183682,0.184295,0.190551,0.193447,0.187671,0.188418,0.188608,0.188098,0.191073,0.193417,0.192586,0.187102,0.183247,0.183697,0.189152,0.193169,0.197642,0.198221,0.190238,0.187214,0.177018,0.173233,0.182009,0.173652,0.160489,0.164485,0.155804,0.148525,0.142215,0.13914,0.146067,0.148684,0.152462,0.14321,0.1366,0.119949,0.1295,0.144232,0.141731,0.12415,0.116262,0.135753,0.152194,0.131618,0.121892,0.111584,0.094702,0.09022,0.128007,0.131285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0395,0.041156,0.04312,0.045626,0.047976,0.049791,0.050931,0.05158,0.05251,0.053393,0.054331,0.055139,0.055804,0.056205,0.056525,0.056806,0.057225,0.058253,0.060217,0.063503,0.069407,0.079474,0.095032,0.116534,0.1412,0.163553,0.179746,0.189444,0.19479,0.19859,0.200568,0.197916,0.189961,0.177786,0.163238,0.15002,0.139879,0.132497,0.127457,0.124138,0.120561,0.114879,0.107573,0.100712,0.096108,0.093866,0.092103,0.087889,0.080954,0.074119,0.06948,0.065541,0.061343,0.059153,0.059937,0.063239,0.069002,0.081468,0.113282,0.16874,0.232584,0.289304,0.336722,0.377182,0.411358,0.439114,0.460517,0.475914,0.486122,0.492075,0.494968,0.496196,0.496322,0.495686,0.49499,0.494387,0.49377,0.493327,0.493048,0.492834,0.492467,0.492186,0.491793,0.491434,0.491144,0.490959,0.490554,0.49002,0.489808,0.489618,0.489289,0.488914,0.488665,0.487857,0.487636,0.487632,0.487529,0.487617,0.487544,0.487534,0.487416,0.487348,0.487216,0.487168,0.487016,0.486735,0.486447,0.486057,0.485556,0.484037,0.482094,0.479889,0.478257,0.476226,0.475212,0.474742,0.474431,0.473654,0.474153,0.4756,0.476865,0.476997,0.477544,0.478128,0.479641,0.479883,0.479344,0.479299,0.480046,0.480126,0.480179,0.479643,0.479012,0.478096,0.477829,0.477969,0.477561,0.477002,0.476985,0.476984,0.476622,0.47611,0.474643,0.474246,0.473533,0.472039,0.469356,0.46565,0.461494,0.457924,0.455178,0.453331,0.451961,0.451448,0.450941,0.450164,0.449359,0.447999,0.448593,0.448536,0.448645,0.448747,0.448756,0.449359,0.450136,0.450258,0.450487,0.451488,0.452048,0.452112,0.452094,0.45231,0.452426,0.452043,0.451823,0.451196,0.450363,0.449523,0.447974,0.446645,0.445146,0.442358,0.438968,0.435898,0.43181,0.427111,0.422782,0.418211,0.41394,0.409942,0.40533,0.399951,0.395807,0.388846,0.37763,0.361591,0.340945,0.315718,0.287092,0.259614,0.235884,0.217151,0.202814,0.192752,0.186176,0.181671,0.179155,0.178167,0.177986,0.178319,0.179198,0.181341,0.184312,0.189198,0.195237,0.201584,0.208847,0.216216,0.224135,0.23176,0.239263,0.246605,0.253642,0.260388,0.267221,0.273498,0.279216,0.284482,0.290412,0.295956,0.300764,0.305506,0.310261,0.314537,0.318049,0.321662,0.325182,0.328112,0.331319,0.334105,0.336257,0.338628,0.340845,0.342382,0.344383,0.345952,0.347624,0.348873,0.349598,0.349598,0.349452,0.350173,0.350099,0.34947,0.349708,0.348867,0.347192,0.344829,0.342726,0.340994,0.339358,0.33742,0.335663,0.334297,0.332676,0.330549,0.329108,0.326789,0.324433,0.322076,0.319545,0.310011,0.305653,0.306819,0.306663,0.30325,0.302966,0.303544,0.304541,0.303922,0.303413,0.30284,0.302198,0.299467,0.299812,0.298152,0.298488,0.294942,0.288142,0.281275,0.271555,0.258025,0.237995,0.213385,0.181944,0.149879,0.119208,0.090947,0.066896,0.052512,0.046815,0.043371,0.04589,0.040843,0.039398,0.041562,0.043508,0.046636,0.043742,0.043659,0.048576,0.048744,0.051834,0.057459,0.061859,0.066906,0.071401,0.073052,0.074829,0.075751,0.085541,0.096903,0.100449,0.104096,0.110315,0.111008,0.110535,0.119732,0.130851,0.130089,0.129264,0.131279,0.137,0.147002,0.150455,0.150469,0.150778,0.154832,0.159768,0.165802,0.171399,0.169425,0.170571,0.175017,0.176696,0.182706,0.185333,0.190122,0.198562,0.197672,0.190756,0.192587,0.199845,0.197835,0.194627,0.197621,0.197419,0.195221,0.197693,0.198803,0.201926,0.198533,0.202589,0.208866,0.209116,0.197368,0.194372,0.190883,0.186839,0.183147,0.176654,0.176158,0.173747,0.170033,0.168302,0.160562,0.151043,0.142552,0.149471,0.15664,0.160696,0.166932,0.145243,0.132684,0.152233,0.148369,0.137522,0.143569,0.142371,0.148227,0.126176,0.116189,0.124616,0.101602,0.069135,0.09504,0.108605,0.115183,0.113323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
