"x"
36.75
41.31
46.5
43.87
41.07
44.18
39.77
37.53
43.74
44.55
28.52
36.55
30.49
36.92
44.12
32.01
27.84
32.29
48.47
38.97
31.95
35.54
33.54
33.17
47.57
37.8
26.91
42.46
30.91
34.51
42.56
40.72
33.7
37.38
46.37
39.93
36.91
34.59
35.53
32.7
34.48
47.85
44.81
32.18
48.64
47.04
33.41
20.31
30.74
34.08
21.91
42.09
38.45
20.9
26.8
24.9
15.8
14.5
16.1
29.6
21.9
28.2
22.3
25.7
18.6
23.1
22.1
24.5
27.4
33.8
36.2
23.8
19.7
28.3
24.7
30.1
23.5
19.5
16
17.6
27.5
5.6
12.7
10.8
15
16.8
13
18.1
21.3
31.2
26.6
18.9
15.5
28
32.6
27.6
22.7
27.8
13.3
9.6
20.8
16.9
11.5
11.8
11.4
14
28.4
13.6
12.2
15.2
11.9
7.4
11.2
38.3
32
8.1
31
19.1
10.4
16.3
14.2
18.2
22
17.7
18.5
21.4
23.3
26.6
23.5
12
10.9
28.6
17.4
37.8
40.5
39.5
12.5
11.4
13.3
29.1
9.4
16
15.8
7.9
18.4
20.8
35.8
25.5
14.7
33.7
32.5
32.9
34.1
33.5
32.8
38
24.7
16.8
16.5
8.4
24.8
8
30.95
29.26
35.97
33.25
31.75
32.86
16.84
16.86
13.54
18.89
18.21
20.02
12.4
12.79
13.32
14.25
11.96
20.23
14.44
19.53
10.69
14.95
15.11
17.59
19.71
21.91
20.69
25.65
18.54
24.59
10.2
23.68
12.33
22.76
7.91
6.84
10.22
10.79
7.31
14.48
11.31
9.83
9.15
7.64
9.8
11.99
13.06
7.87
8.99
7.36
9.17
22.78
22.14
12.49
24.48
22.71
12.86
11.78
21.63
20.57
11.94
13.13
22.09
24.07
19.42
21.16
21.74
19.41
20.9
24.15
17.44
22.06
19.43
22.94
22.1
21.87
23.23
20.62
22.44
19.46
10.62
18.58
38.05
14.99
35.02
15.7
17.4
9.09
12.56
11.3
11.82
10.88
13.21
4.54
10.68
6.93
9.64
7.4
9.51
16.42
15.73
26.15
33.87
16.89
18.68
15.02
15.92
17.52
15.59
18.47
12.17
13.92
7.77
11.79
11.2
12.82
11.57
15.3
13.97
9.42
8.05
10.75
7.5
9.34
8.65
8.61
11.4
9.41
13.86
9.28
11.02
11.43
12.21
7.48
9.14
8.89
13.96
8.97
16.45
6.86
8.9
7.79
9.91
22.77
21.26
13.12
13.56
22.96
21.92
13.08
14.07
21.1
19.69
9.66
20.29
15.31
15.33
17.8
17.54
12.44
15.49
16.07
7.95
17.61
22.13
21.53
23.04
9.61
23.34
24.69
15.19
17.07
15.08
14.75
16.4
14.85
12.99
10.72
10.97
11.01
13.04
13.44
11.15
10.4
10.09
4.83
10.81
7.32
9.46
9.52
14.08
13.66
6.85
6.5
6.91
8.07
4.75
6.04
16.99
15.67
16.29
22.97
14.5
19.88
14.32
15.09
18.53
9.43
10.71
7.06
8.82
9.44
7.89
6.82
8.49
7.84
10.33
9.26
9.73
9.2
7.39
8.43
8.1
18.84
8.04
16.46
10.39
19.15
14.28
11.84
14.98
10.7
9.71
7.88
12.54
19.84
9.68
16.68
8.15
15.22
10.17
19.22
20.83
20.11
43.3
41.8
60
31
52.2
37.4
16.4
49.3
17.3
32.7
20
42.9
37.8
43.4
28.7
27.8
22
25.5
50.9
23.8
32.4
19.4
58
26.5
23.7
51.4
51.5
30.5
33.1
28.3
43.6
26.7
32.3
27.3
35
22.8
15.8
28.5
28.1
21.5
31.1
18.2
44.2
34
24.7
23.4
16
17.3
19.5
27.1
21.1
21.7
24.3
18.9
19.4
22.6
18.2
19.3
15.8
24.8
24.5
24.6
23.2
26.6
23.1
28.5
23.8
25.1
27.6
17
15.9
22
17.2
21.2
21.6
20.4
23.7
21
23.5
18.6
28.6
19.2
15.5
27.7
22.3
19.8
20.2
13.9
17.1
20.9
22.7
16.9
20.7
17.6
21.3
26.1
25.5
25
16.5
14.6
19.6
26.9
26.2
31
30.9
19.1
19
17.7
23.6
22.9
26.3
21.8
28.8
30.6
25.6
18
20.5
26.5
21.4
19.9
16.8
25.3
24.2
30.2
18.4
15.4
18.5
27.9
16.7
16.3
18.7
23
14.4
28
36.1
