"x"
39.72158886
35.86760836
49.56317204
62.86027999
27.44904668
40.15406048
29.53586498
44.49489217
43.12327507
42.33778187
49.76958525
37.61755486
51.69662802
76.1369443
54.7133647
39.004914
43.33710834
41.34929271
54.29790026
50.81955479
33.86670809
23.73050116
39.16055829
43.44236265
46.39615176
46.67863555
31.91075366
43.59986838
33.84615385
49.64618668
53.45068155
48.87697244
48.84020619
61.81635725
72.71347249
47.24837075
51.39692614
42.81939276
49.46889226
42.64038099
54.19799499
62.08753498
46.13377609
54.52475049
46.22813267
31.64207914
30.45186641
64.708654
45.83189208
47.32938922
75.85791691
58.83905013
66.01185736
55.068
52.521
44.5635
43.29
40.107
38.5155
37.5605
41.699
42.9715
34.3775
36.924
36.2875
34.696
41.38
39.152
33.4225
35.651
42.335
44.8815
45.5185
53.476
52.203
50.293
94.22
41.3805
35.969
38.8335
41.062
46.7915
51.248
19.099
18.462
20.372
22.918
18.1435
18.7805
21.0085
19.417
20.69
25.783
23.555
22.2815
46.155
47.7465
49.338
45.837
38.197
49.656
50.9295
47.11
40.744
36.6055
34.059
44.245
45.2
48.701
49.975
48.0645
43.9265
28.648
28.9665
27.3745
29.2845
30.558
26.1015
25.465
26.4195
28.3295
22.6
23.237
28.33
21.327
21.3265
24.8285
25.1465
24.192
30.876
29.285
33.104
31.5125
27.0565
44.563
39.4705
39.789
43.6085
40.4255
33.7405
35.014
30.2395
21.645
24.51
21.9635
45.8365
49.6565
55.386
65.5715
58.569
59.842
51.8845
60.479
32.4675
28.011
51.5665
63.0255
62.3885
70.028
54.431
60.797
64.9355
61.115
58.887
61.752
104.724
54.7495
95.1745
79.2595
64.935
60.4785
71.3015
33.1045
39.47
52.8395
49.9745
29.9215
72.575
74.4845
134.9635
137.51
99.631
87.217
79.259
81.487
83.3975
80.8505
115.5465
110.4535
157.245
103.1325
78.941
68.1185
91.355
130.8255
127.6425
68.755
74.166
50.93
40.7435
57.614
72.2565
73.2115
56.9775
120.958
63.662
69.3915
84.352
65.89
97.721
150.242
84.6705
117.1385
107.907
77.986
36.287
57.9325
82.761
18.144
42.017
92.3095
55.7045
84.0335
71.938
112.045
110.135
89.445
189.394
331.042
325.949
91.0365
34.7
38.64
59.44
39.2
36.98
38.59
102.1
83.62
113.6
83.29
88.38
64.89
176.12
191.08
120.79
106.4
220.51
89.16
191.45
174.66
253.28
179.85
209.53
173.73
90.64
98.16
97.83
118.78
110
105.29
164.1159334
200.49
214.03
172.24
333.63
310.42
229.38
212.96
387.12
278.91
187.1
195.56
232.29
290.03
241.2
191.65
190.2
214.89
336.85
308
224.93
302.58
83.26
79.78
230.03
97.95
88.62
105.56
176.21
235.38
79.43
86.16
259.19
241.78
99.66
86.63
79
87.06
99.16
104.97
138.64
97.44
79.82
111.02
140.42
111.92
64.34
89.02
66.44
94.53
71.48
80.79
147.76
46.66
135.71
50.81
142.78
67.81
164.95
172.42
325.73
123.38
325.39
121.57
336.14
120.6
154.33
147.75
156.97
117.45
111.25
99.48
121.87
93.32
91.73
78.13
191.71
84.61
133.85
143.74
195.42
156.77
285.22
228.55
274.93
258.05
315.46
305.81
239.15
253.45
216.08
254.8
296.52
258.64
266.1
212.21
267.13
136.79
231.97
258.53
313.47
176.23
207.78
246.54
212.98
181.36
245.2
123.01
270.73
231.5
309.33
234.96
99.25
97.81
234.43
205.32
139.67
114.11
253.44
261.43
124.5
99.74
304.33
314.71
125.46
104
134.08
104.92
156.07
124.75
116.81
186.19
91.69
166.63
126.58
200.38
48.63
56.16
64.72
46.79
50.18
57.38
81.03
64.94
145.12
114.53
107.42
90.62
207.1
203.22
157.76
173.99
180.19
179.03
221.69
246.99
229.69
248.71
241.99
269.28
208.93
185.43
199.17
280.48
231.98
308.14
228.14
291.63
190.87
191.34
181.51
167.32
73.02
97.54
109.28
122.45
96.12
123.99
226.44
202.86
260.7
191.75
239.75
171.34
250.02
196.78
206.93
281.01
261.32
342.29
179.86
251.12
258.39
169.85
199.98
147.06
168.4
247.35
216.93
92.69
70.93
229.23
207.52
122.24
102.4
158.22
174.37
137.39
88.92
167.8
220.32
154.6
89.1
94.11
87.49
138.36
106.72
97.82
104.98
92.81
72.87
60.77
85.92
50.26
48.76
42.54
106.57
86.84
84.92
78.82
86.09
75.83
62.6
67.11
50.66
33.93
27.56
27.07
66.64
60.37
46.64
74.18
87.14
70.74
39.85
47.72
50.38
93.25
98.32
102.11
64.76
67.81
69.7
32.98
34.05
35.37
56.2
46.88
40.63
23.71
35.11
20.6
73.99
96.21
84.98
60.98
62.52
53.42
33.2
41.47
37.62
68.38
90.18
81.73
67.62
68.68
66.77
51.32
58.07
51.11
29.66
33.45
39.62
71.6
69.29
85.14
43.71
57.78
51.62
88.83
84.67
117.72
72.98
56.41
48.44
72.37
75.72
77.54
39.18
33.13
36.51
88.95
87.64
89.08
73.41
75.7
58.49
68.54
56.21
58.26
70.41
62.63
74.61
36.09
33.06
36.68
67.72
76.63
74.29
53.72
62.3
97.7
113.11
117.16
56.59
49.59
55.75
63.88
73.22
70.21
37.99
38.43
29.69
74.08
79.85
93.44
58.85
64.85
57.89
66.32
73.73
63.15
79.53
91.73
92.52
64.15
72.53
77.28
95.9
87.07
85.99
63.1
86.7
56.64
26.81
26.68
28.71
81.32
72.21
57.32
53.63
55.25
66.19
66.35
75.51
66.47
64.27
65.53
76.15
78.01
89.13
60.09
64.5
56.33
71.94
60.55
63.19
34.76
54.54
37.41
90.24
109.46
115.8
46.2
55.71
54.14
94.08
73.24
72.33
60.87
82.13
64.54
48.51
49.72
50.59
87.39
97.96
79.97
51.49
57.77
55.3
84.38
96.18
111.72
61.53
65.43
48.23
77.51
78.29
88.34
64.35
62.83
64.51
41.81
38.66
39.23
88.54
87.34
42.82
39.77
38.84
79.6
67.48
84.02
83.84
77.26
76.74
29.07
26.41
35.29
95.42
78.58
75.64
81.82
83.9
85.89
71.47
74.44
56.8
81.47
82.02
81.66
23.28
23.32
80.09
71.12
80.21
38.72
36.02
34.88
78.76
79.01
68.5
61.42
47.34
57.04
24.8
23.83
25.82
25.88
23.78
23.95
98.36
86.91
62.92
86.62
75.91
71.5
28.4
28.96
27.21
76.12
54.26
63.07
41.99
40.14
36.7
38.97
38.92
38.75
89.01
115.26
94.4
85.37
72.36
85.12
63
59.49
54.77
47.3
41.61
106.3
77.5
78.89
65.93
62.27
61.01
66.23
63.75
43.74
42.02
45.24
72.27
96.3
91.09
65.61
76.48
77.29
45.51
51.08
50.75
21.59
20.95
21.34
72.9
71.66
72.68
101.09
107.59
99.81
39.26
44.61
50.12
87.87
84.96
92.88
123.79
111.19
126.99
36.78
46.45
51.14
83.55
68.27
57.47
71.92
80.9
76.79
119.19
114.67
90.71
95.29
92.4
90.44
101.4
89.4
92.7
81.51
89.56
87.65
81.06
76.85
45.74
44.78
40.75
98.67
111.93
71.56
38.52
37.66
93.9
95.07
103.05
32.87
30.87
33.36
113.56
113.31
119.73
96.69
112.24
108.09
63.35
61.75
55.46
59.17
57.72
63.26
185.49
190.53
178.31
185.87
169.42
164.38
60.32
53.07
67.75
116.2
127.45
118.37
80.44
100.14
174.3
145.23
187.28
95.73
88.7
102.21
132.78
127.55
113.19
86.82
88.15
77.49
112.89
105.41
117.85
102.59
95.16
137.46
103.59
114.23
79.83
84.8
73.09
162.26
165.01
137.84
130.07
133.43
141.42
137.36
168.23
133.65
109.04
109.31
148.11
140.12
143.81
87.63
95.86
118.98
97.28
109.39
126.28
105.14
106.58
51.33
81.77
115.01
95.21
107.87
69.93
88.33
72.62
108.85
120.21
111.41
97.34
106.81
106.55
130.83
129.83
85.11
83.79
92.95
41.23
43.66
33.42
120.5
125.15
128.13
182.62
56.24
53.6
107.9
130.79
131.31
88.3
106.21
102.36
99
104.85
45.11
47.28
86.28
81.67
116.64
58.65
52.91
130.55
128.93
137.39
51.8
58.79
54.88
201.78
219.79
221.09
162.36
114.14
157.03
158.35
175.49
228.41
141.81
189.77
144.3
163.46
132.15
204.66
202.86
223.44
106.47
89.52
132.57
136.42
129.93
131.83
97.05
106.63
98.14
160.37
189.85
116.77
124.91
129.39
121.15
110.92
127.19
100.98
88.19
161.07
157.12
146.62
132.04
123.64
133.66
91.56
76.8
78.15
47.03
48.15
56.89
61.21
63.99
59.48
59.3
60.9
75.6
89.84
56.45
50.56
51.79
47.82
63.4
70.3
51.92
27.77
27.24
30.99
71.43
47.36
79.33
27.11
30.05
30.51
75.34
68.24
78.38
23.8
26.59
29.04
55.84
52.83
54.93
43.29
29.24
39.48
72.3
83.63
75.08
43.44
46.41
45.08
66.18
50.17
31.99
39.08
36.67
26.63
32.5
37.09
33.22
33.44
79.25
64.19
66.3
62.43
49.39
61.39
68.67
66.86
74.6
63.96
54.4
46.96
93.89
79.88
99.8
35.17
34.61
32.71
85.26
87.46
58.84
46.07
53.01
56.03
38.83
53.29
53.67
81.59
87.38
86.23
55.94
56.42
47.46
73.36
73.81
71.67
94.07
94.85
99.11
75.53
47.79
61.95
72.55
63.14
66.1
39.56
30.57
38.16
66.53
59.88
79.42
19.8
28.97
25.74
28.2
29.75
34.49
50.78
56.77
62.44
25.43
26.57
22.96
43.16
43.91
42.74
27.42
28.26
27.84
23.54
21.75
23.23
49.56
71.46
58.36
83.94
67.85
64.08
29.85
33.29
34.13
63.17
63.08
47.62
30.27
27.53
31.38
83.21
73.3
41.39
40.06
41.64
28.08
33.63
26.71
81.09
80.1
